Hz, dB, Deg.
2.28822959405941e+006, 6.86337779166753e+001, -1.47846622268124e+002
2.28922969396940e+006, 6.86168189007978e+001, -1.47989579929468e+002
2.29022979387939e+006, 6.85998548536764e+001, -1.48132422890001e+002
2.29122989378938e+006, 6.85828858052664e+001, -1.48275151223620e+002
2.29222999369937e+006, 6.85659117854384e+001, -1.48417765004559e+002
2.29323009360936e+006, 6.85489328239788e+001, -1.48560264307382e+002
2.29423019351935e+006, 6.85319489505898e+001, -1.48702649206985e+002
2.29523029342934e+006, 6.85149601948891e+001, -1.48844919778590e+002
2.29623039333933e+006, 6.84979665864105e+001, -1.48987076097742e+002
2.29723049324933e+006, 6.84809681546034e+001, -1.49129118240307e+002
2.29823059315932e+006, 6.84639649288334e+001, -1.49271046282471e+002
2.29923069306931e+006, 6.84469569383822e+001, -1.49412860300733e+002
2.30023079297930e+006, 6.84299442124473e+001, -1.49554560371904e+002
2.30123089288929e+006, 6.84129267801428e+001, -1.49696146573107e+002
2.30223099279928e+006, 6.83959046704987e+001, -1.49837618981770e+002
2.30323109270927e+006, 6.83788779124617e+001, -1.49978977675625e+002
2.30423119261926e+006, 6.83618465348946e+001, -1.50120222732707e+002
2.30523129252925e+006, 6.83448105665771e+001, -1.50261354231347e+002
2.30623139243924e+006, 6.83277700362052e+001, -1.50402372250173e+002
2.30723149234923e+006, 6.83107249723918e+001, -1.50543276868105e+002
2.30823159225923e+006, 6.82936754036664e+001, -1.50684068164355e+002
2.30923169216922e+006, 6.82766213584755e+001, -1.50824746218421e+002
2.31023179207921e+006, 6.82595628651826e+001, -1.50965311110086e+002
2.31123189198920e+006, 6.82424999520681e+001, -1.51105762919416e+002
2.31223199189919e+006, 6.82254326473296e+001, -1.51246101726755e+002
2.31323209180918e+006, 6.82083609790822e+001, -1.51386327612725e+002
2.31423219171917e+006, 6.81912849753580e+001, -1.51526440658223e+002
2.31523229162916e+006, 6.81742046641067e+001, -1.51666440944414e+002
2.31623239153915e+006, 6.81571200731955e+001, -1.51806328552736e+002
2.31723249144915e+006, 6.81400312304094e+001, -1.51946103564891e+002
2.31823259135914e+006, 6.81229381634508e+001, -1.52085766062845e+002
2.31923269126913e+006, 6.81058408999404e+001, -1.52225316128826e+002
2.32023279117912e+006, 6.80887394674165e+001, -1.52364753845319e+002
2.32123289108911e+006, 6.80716338933357e+001, -1.52504079295065e+002
2.32223299099910e+006, 6.80545242050726e+001, -1.52643292561061e+002
2.32323309090909e+006, 6.80374104299201e+001, -1.52782393726551e+002
2.32423319081908e+006, 6.80202925950896e+001, -1.52921382875032e+002
2.32523329072907e+006, 6.80031707277109e+001, -1.53060260090243e+002
2.32623339063906e+006, 6.79860448548326e+001, -1.53199025456167e+002
2.32723349054905e+006, 6.79689150034217e+001, -1.53337679057030e+002
2.32823359045905e+006, 6.79517812003644e+001, -1.53476220977294e+002
2.32923369036904e+006, 6.79346434724656e+001, -1.53614651301659e+002
2.33023379027903e+006, 6.79175018464494e+001, -1.53752970115057e+002
2.33123389018902e+006, 6.79003563489590e+001, -1.53891177502652e+002
2.33223399009901e+006, 6.78832070065572e+001, -1.54029273549836e+002
2.33323409000900e+006, 6.78660538457258e+001, -1.54167258342227e+002
2.33423418991899e+006, 6.78488968928666e+001, -1.54305131965669e+002
2.33523428982898e+006, 6.78317361743008e+001, -1.54442894506226e+002
2.33623438973897e+006, 6.78145717162695e+001, -1.54580546050180e+002
2.33723448964896e+006, 6.77974035449338e+001, -1.54718086684031e+002
2.33823458955896e+006, 6.77802316863746e+001, -1.54855516494495e+002
2.33923468946895e+006, 6.77630561665934e+001, -1.54992835568497e+002
2.34023478937894e+006, 6.77458770115117e+001, -1.55130043993173e+002
2.34123488928893e+006, 6.77286942469715e+001, -1.55267141855869e+002
2.34223498919892e+006, 6.77115078987355e+001, -1.55404129244132e+002
2.34323508910891e+006, 6.76943179924871e+001, -1.55541006245715e+002
2.34423518901890e+006, 6.76771245538304e+001, -1.55677772948570e+002
2.34523528892889e+006, 6.76599276082905e+001, -1.55814429440849e+002
2.34623538883888e+006, 6.76427271813137e+001, -1.55950975810898e+002
2.34723548874888e+006, 6.76255232982676e+001, -1.56087412147258e+002
2.34823558865887e+006, 6.76083159844411e+001, -1.56223738538663e+002
2.34923568856886e+006, 6.75911052650444e+001, -1.56359955074035e+002
2.35023578847885e+006, 6.75738911652098e+001, -1.56496061842484e+002
2.35123588838884e+006, 6.75566737099911e+001, -1.56632058933304e+002
2.35223598829883e+006, 6.75394529243640e+001, -1.56767946435973e+002
2.35323608820882e+006, 6.75222288332264e+001, -1.56903724440149e+002
2.35423618811881e+006, 6.75050014613985e+001, -1.57039393035670e+002
2.35523628802880e+006, 6.74877708336227e+001, -1.57174952312550e+002
2.35623638793879e+006, 6.74705369745638e+001, -1.57310402360977e+002
2.35723648784878e+006, 6.74532999088096e+001, -1.57445743271311e+002
2.35823658775878e+006, 6.74360596608704e+001, -1.57580975134083e+002
2.35923668766877e+006, 6.74188162551795e+001, -1.57716098039992e+002
2.36023678757876e+006, 6.74015697160933e+001, -1.57851112079903e+002
2.36123688748875e+006, 6.73843200678915e+001, -1.57986017344844e+002
2.36223698739874e+006, 6.73670673347770e+001, -1.58120813926007e+002
2.36323708730873e+006, 6.73498115408763e+001, -1.58255501914741e+002
2.36423718721872e+006, 6.73325527102398e+001, -1.58390081402557e+002
2.36523728712871e+006, 6.73152908668412e+001, -1.58524552481117e+002
2.36623738703870e+006, 6.72980260345788e+001, -1.58658915242241e+002
2.36723748694870e+006, 6.72807582372745e+001, -1.58793169777899e+002
2.36823758685869e+006, 6.72634874986747e+001, -1.58927316180210e+002
2.36923768676868e+006, 6.72462138424503e+001, -1.59061354541443e+002
2.37023778667867e+006, 6.72289372921966e+001, -1.59195284954012e+002
2.37123788658866e+006, 6.72116578714337e+001, -1.59329107510475e+002
2.37223798649865e+006, 6.71943756036068e+001, -1.59462822303532e+002
2.37323808640864e+006, 6.71770905120857e+001, -1.59596429426024e+002
2.37423818631863e+006, 6.71598026201657e+001, -1.59729928970929e+002
2.37523828622862e+006, 6.71425119510674e+001, -1.59863321031361e+002
2.37623838613861e+006, 6.71252185279369e+001, -1.59996605700572e+002
2.37723848604860e+006, 6.71079223738460e+001, -1.60129783071942e+002
2.37823858595860e+006, 6.70906235117921e+001, -1.60262853238985e+002
2.37923868586859e+006, 6.70733219646990e+001, -1.60395816295342e+002
2.38023878577858e+006, 6.70560177554162e+001, -1.60528672334783e+002
2.38123888568857e+006, 6.70387109067198e+001, -1.60661421451201e+002
2.38223898559856e+006, 6.70214014413121e+001, -1.60794063738614e+002
2.38323908550855e+006, 6.70040893818223e+001, -1.60926599291162e+002
2.38423918541854e+006, 6.69867747508061e+001, -1.61059028203102e+002
2.38523928532853e+006, 6.69694575707463e+001, -1.61191350568813e+002
2.38623938523852e+006, 6.69521378640529e+001, -1.61323566482787e+002
2.38723948514851e+006, 6.69348156530627e+001, -1.61455676039633e+002
2.38823958505851e+006, 6.69174909600405e+001, -1.61587679334070e+002
2.38923968496850e+006, 6.69001638071783e+001, -1.61719576460931e+002
2.39023978487849e+006, 6.68828342165961e+001, -1.61851367515155e+002
2.39123988478848e+006, 6.68655022103414e+001, -1.61983052591793e+002
2.39223998469847e+006, 6.68481678103902e+001, -1.62114631785997e+002
2.39324008460846e+006, 6.68308310386466e+001, -1.62246105193026e+002
2.39424018451845e+006, 6.68134919169430e+001, -1.62377472908241e+002
2.39524028442844e+006, 6.67961504670404e+001, -1.62508735027105e+002
2.39624038433843e+006, 6.67788067106287e+001, -1.62639891645176e+002
2.39724048424842e+006, 6.67614606693264e+001, -1.62770942858115e+002
2.39824058415842e+006, 6.67441123646813e+001, -1.62901888761675e+002
2.39924068406841e+006, 6.67267618181704e+001, -1.63032729451704e+002
2.40024078397840e+006, 6.67094090511999e+001, -1.63163465024143e+002
2.40124088388839e+006, 6.66920540851057e+001, -1.63294095575025e+002
2.40224098379838e+006, 6.66746969411535e+001, -1.63424621200470e+002
2.40324108370837e+006, 6.66573376405388e+001, -1.63555041996688e+002
2.40424118361836e+006, 6.66399762043872e+001, -1.63685358059973e+002
2.40524128352835e+006, 6.66226126537543e+001, -1.63815569486707e+002
2.40624138343834e+006, 6.66052470096265e+001, -1.63945676373350e+002
2.40724148334833e+006, 6.65878792929205e+001, -1.64075678816449e+002
2.40824158325833e+006, 6.65705095244837e+001, -1.64205576912628e+002
2.40924168316832e+006, 6.65531377250946e+001, -1.64335370758589e+002
2.41024178307831e+006, 6.65357639154627e+001, -1.64465060451112e+002
2.41124188298830e+006, 6.65183881162285e+001, -1.64594646087053e+002
2.41224198289829e+006, 6.65010103479642e+001, -1.64724127763340e+002
2.41324208280828e+006, 6.64836306311736e+001, -1.64853505576976e+002
2.41424218271827e+006, 6.64662489862920e+001, -1.64982779625032e+002
2.41524228262826e+006, 6.64488654336867e+001, -1.65111950004652e+002
2.41624238253825e+006, 6.64314799936572e+001, -1.65241016813045e+002
2.41724248244824e+006, 6.64140926864353e+001, -1.65369980147487e+002
2.41824258235824e+006, 6.63967035321849e+001, -1.65498840105321e+002
2.41924268226823e+006, 6.63793125510029e+001, -1.65627596783952e+002
2.42024278217822e+006, 6.63619197629187e+001, -1.65756250280848e+002
2.42124288208821e+006, 6.63445251878947e+001, -1.65884800693537e+002
2.42224298199820e+006, 6.63271288458265e+001, -1.66013248119608e+002
2.42324308190819e+006, 6.63097307565428e+001, -1.66141592656708e+002
2.42424318181818e+006, 6.62923309398061e+001, -1.66269834402538e+002
2.42524328172817e+006, 6.62749294153120e+001, -1.66397973454857e+002
2.42624338163816e+006, 6.62575262026904e+001, -1.66526009911478e+002
2.42724348154815e+006, 6.62401213215049e+001, -1.66653943870265e+002
2.42824358145815e+006, 6.62227147912532e+001, -1.66781775429135e+002
2.42924368136814e+006, 6.62053066313676e+001, -1.66909504686054e+002
2.43024378127813e+006, 6.61878968612145e+001, -1.67037131739035e+002
2.43124388118812e+006, 6.61704855000952e+001, -1.67164656686143e+002
2.43224398109811e+006, 6.61530725672458e+001, -1.67292079625484e+002
2.43324408100810e+006, 6.61356580818373e+001, -1.67419400655210e+002
2.43424418091809e+006, 6.61182420629759e+001, -1.67546619873519e+002
2.43524428082808e+006, 6.61008245297033e+001, -1.67673737378649e+002
2.43624438073807e+006, 6.60834055009965e+001, -1.67800753268878e+002
2.43724448064807e+006, 6.60659849957683e+001, -1.67927667642526e+002
2.43824458055806e+006, 6.60485630328674e+001, -1.68054480597948e+002
2.43924468046805e+006, 6.60311396310782e+001, -1.68181192233540e+002
2.44024478037804e+006, 6.60137148091219e+001, -1.68307802647732e+002
2.44124488028803e+006, 6.59962885856554e+001, -1.68434311938988e+002
2.44224498019802e+006, 6.59788609792727e+001, -1.68560720205805e+002
2.44324508010801e+006, 6.59614320085042e+001, -1.68687027546716e+002
2.44424518001800e+006, 6.59440016918173e+001, -1.68813234060280e+002
2.44524527992799e+006, 6.59265700476165e+001, -1.68939339845089e+002
2.44624537983798e+006, 6.59091370942434e+001, -1.69065344999762e+002
2.44724547974797e+006, 6.58917028499772e+001, -1.69191249622947e+002
2.44824557965797e+006, 6.58742673330344e+001, -1.69317053813318e+002
2.44924567956796e+006, 6.58568305615694e+001, -1.69442757669573e+002
2.45024577947795e+006, 6.58393925536747e+001, -1.69568361290435e+002
2.45124587938794e+006, 6.58219533273807e+001, -1.69693864774648e+002
2.45224597929793e+006, 6.58045129006560e+001, -1.69819268220982e+002
2.45324607920792e+006, 6.57870712914077e+001, -1.69944571728223e+002
2.45424617911791e+006, 6.57696285174817e+001, -1.70069775395179e+002
2.45524627902790e+006, 6.57521845966623e+001, -1.70194879320676e+002
2.45624637893789e+006, 6.57347395466732e+001, -1.70319883603557e+002
2.45724647884788e+006, 6.57172933851767e+001, -1.70444788342680e+002
2.45824657875788e+006, 6.56998461297750e+001, -1.70569593636922e+002
2.45924667866787e+006, 6.56823977980092e+001, -1.70694299585169e+002
2.46024677857786e+006, 6.56649484073603e+001, -1.70818906286323e+002
2.46124687848785e+006, 6.56474979752493e+001, -1.70943413839298e+002
2.46224697839784e+006, 6.56300465190367e+001, -1.71067822343017e+002
2.46324707830783e+006, 6.56125940560236e+001, -1.71192131896416e+002
2.46424717821782e+006, 6.55951406034511e+001, -1.71316342598436e+002
2.46524727812781e+006, 6.55776861785010e+001, -1.71440454548029e+002
2.46624737803780e+006, 6.55602307982957e+001, -1.71564467844151e+002
2.46724747794779e+006, 6.55427744798984e+001, -1.71688382585766e+002
2.46824757785779e+006, 6.55253172403132e+001, -1.71812198871842e+002
2.46924767776778e+006, 6.55078590964856e+001, -1.71935916801350e+002
2.47024777767777e+006, 6.54904000653023e+001, -1.72059536473264e+002
2.47124787758776e+006, 6.54729401635915e+001, -1.72183057986562e+002
2.47224797749775e+006, 6.54554794081231e+001, -1.72306481440219e+002
2.47324807740774e+006, 6.54380178156089e+001, -1.72429806933212e+002
2.47424817731773e+006, 6.54205554027027e+001, -1.72553034564518e+002
2.47524827722772e+006, 6.54030921860003e+001, -1.72676164433110e+002
2.47624837713771e+006, 6.53856281820402e+001, -1.72799196637958e+002
2.47724847704770e+006, 6.53681634073032e+001, -1.72922131278029e+002
2.47824857695770e+006, 6.53506978782128e+001, -1.73044968452285e+002
2.47924867686769e+006, 6.53332316111353e+001, -1.73167708259682e+002
2.48024877677768e+006, 6.53157646223803e+001, -1.73290350799169e+002
2.48124887668767e+006, 6.52982969282003e+001, -1.73412896169688e+002
2.48224897659766e+006, 6.52808285447913e+001, -1.73535344470173e+002
2.48324907650765e+006, 6.52633594882928e+001, -1.73657695799547e+002
2.48424917641764e+006, 6.52458897747881e+001, -1.73779950256723e+002
2.48524927632763e+006, 6.52284194203042e+001, -1.73902107940604e+002
2.48624937623762e+006, 6.52109484408122e+001, -1.74024168950081e+002
2.48724947614761e+006, 6.51934768522275e+001, -1.74146133384031e+002
2.48824957605761e+006, 6.51760046704097e+001, -1.74268001341318e+002
2.48924967596760e+006, 6.51585319111630e+001, -1.74389772920790e+002
2.49024977587759e+006, 6.51410585902363e+001, -1.74511448221282e+002
2.49124987578758e+006, 6.51235847233235e+001, -1.74633027341611e+002
2.49224997569757e+006, 6.51061103260633e+001, -1.74754510380578e+002
2.49325007560756e+006, 6.50886354140397e+001, -1.74875897436965e+002
2.49425017551755e+006, 6.50711600027821e+001, -1.74997188609535e+002
2.49525027542754e+006, 6.50536841077654e+001, -1.75118383997033e+002
2.49625037533753e+006, 6.50362077444101e+001, -1.75239483698183e+002
2.49725047524752e+006, 6.50187309280827e+001, -1.75360487811687e+002
2.49825057515752e+006, 6.50012536740957e+001, -1.75481396436226e+002
2.49925067506751e+006, 6.49837759977076e+001, -1.75602209670458e+002
2.50025077497750e+006, 6.49662979141234e+001, -1.75722927613018e+002
2.50125087488749e+006, 6.49488194384947e+001, -1.75843550362516e+002
2.50225097479748e+006, 6.49313405859195e+001, -1.75964078017538e+002
2.50325107470747e+006, 6.49138613714430e+001, -1.76084510676642e+002
2.50425117461746e+006, 6.48963818100571e+001, -1.76204848438362e+002
2.50525127452745e+006, 6.48789019167009e+001, -1.76325091401203e+002
2.50625137443744e+006, 6.48614217062609e+001, -1.76445239663644e+002
2.50725147434743e+006, 6.48439411935712e+001, -1.76565293324133e+002
2.50825157425743e+006, 6.48264603934132e+001, -1.76685252481090e+002
2.50925167416742e+006, 6.48089793205165e+001, -1.76805117232904e+002
2.51025177407741e+006, 6.47914979895583e+001, -1.76924887677934e+002
2.51125187398740e+006, 6.47740164151644e+001, -1.77044563914506e+002
2.51225197389739e+006, 6.47565346119083e+001, -1.77164146040915e+002
2.51325207380738e+006, 6.47390525943125e+001, -1.77283634155423e+002
2.51425217371737e+006, 6.47215703768477e+001, -1.77403028356257e+002
2.51525227362736e+006, 6.47040879739336e+001, -1.77522328741611e+002
2.51625237353735e+006, 6.46866053999388e+001, -1.77641535409643e+002
2.51725247344734e+006, 6.46691226691809e+001, -1.77760648458477e+002
2.51825257335734e+006, 6.46516397959268e+001, -1.77879667986198e+002
2.51925267326733e+006, 6.46341567943928e+001, -1.77998594090856e+002
2.52025277317732e+006, 6.46166736787448e+001, -1.78117426870462e+002
2.52125287308731e+006, 6.45991904630984e+001, -1.78236166422991e+002
2.52225297299730e+006, 6.45817071615191e+001, -1.78354812846375e+002
2.52325307290729e+006, 6.45642237880222e+001, -1.78473366238510e+002
2.52425317281728e+006, 6.45467403565736e+001, -1.78591826697251e+002
2.52525327272727e+006, 6.45292568810893e+001, -1.78710194320410e+002
2.52625337263726e+006, 6.45117733754358e+001, -1.78828469205761e+002
2.52725347254725e+006, 6.44942898534303e+001, -1.78946651451032e+002
2.52825357245725e+006, 6.44768063288409e+001, -1.79064741153912e+002
2.52925367236724e+006, 6.44593228153865e+001, -1.79182738412044e+002
2.53025377227723e+006, 6.44418393267373e+001, -1.79300643323028e+002
2.53125387218722e+006, 6.44243558765147e+001, -1.79418455984420e+002
2.53225397209721e+006, 6.44068724782915e+001, -1.79536176493730e+002
2.53325407200720e+006, 6.43893891455921e+001, -1.79653804948423e+002
2.53425417191719e+006, 6.43719058918927e+001, -1.79771341445918e+002
2.53525427182718e+006, 6.43544227306215e+001, -1.79888786083585e+002
2.53625437173717e+006, 6.43369396751584e+001, 1.79993861041250e+002
2.53725447164716e+006, 6.43194567388359e+001, 1.79876599831311e+002
2.53825457155716e+006, 6.43019739349385e+001, 1.79759430189370e+002
2.53925467146715e+006, 6.42844912767036e+001, 1.79642352018249e+002
2.54025477137714e+006, 6.42670087773209e+001, 1.79525365220819e+002
2.54125487128713e+006, 6.42495264499331e+001, 1.79408469700000e+002
2.54225497119712e+006, 6.42320443076358e+001, 1.79291665358764e+002
2.54325507110711e+006, 6.42145623634778e+001, 1.79174952100134e+002
2.54425517101710e+006, 6.41970806304610e+001, 1.79058329827184e+002
2.54525527092709e+006, 6.41795991215408e+001, 1.78941798443041e+002
2.54625537083708e+006, 6.41621178496262e+001, 1.78825357850886e+002
2.54725547074707e+006, 6.41446368275799e+001, 1.78709007953950e+002
2.54825557065707e+006, 6.41271560682183e+001, 1.78592748655521e+002
2.54925567056706e+006, 6.41096755843122e+001, 1.78476579858939e+002
2.55025577047705e+006, 6.40921953885861e+001, 1.78360501467600e+002
2.55125587038704e+006, 6.40747154937190e+001, 1.78244513384955e+002
2.55225597029703e+006, 6.40572359123445e+001, 1.78128615514511e+002
2.55325607020702e+006, 6.40397566570506e+001, 1.78012807759831e+002
2.55425617011701e+006, 6.40222777403800e+001, 1.77897090024534e+002
2.55525627002700e+006, 6.40047991748306e+001, 1.77781462212298e+002
2.55625636993699e+006, 6.39873209728550e+001, 1.77665924226857e+002
2.55725646984698e+006, 6.39698431468611e+001, 1.77550475972003e+002
2.55825656975698e+006, 6.39523657092123e+001, 1.77435117351589e+002
2.55925666966697e+006, 6.39348886722272e+001, 1.77319848269524e+002
2.56025676957696e+006, 6.39174120481803e+001, 1.77204668629777e+002
2.56125686948695e+006, 6.38999358493016e+001, 1.77089578336380e+002
2.56225696939694e+006, 6.38824600877771e+001, 1.76974577293421e+002
2.56325706930693e+006, 6.38649847757490e+001, 1.76859665405052e+002
2.56425716921692e+006, 6.38475099253155e+001, 1.76744842575484e+002
2.56525726912691e+006, 6.38300355485313e+001, 1.76630108708992e+002
2.56625736903690e+006, 6.38125616574074e+001, 1.76515463709912e+002
2.56725746894689e+006, 6.37950882639116e+001, 1.76400907482641e+002
2.56825756885689e+006, 6.37776153799684e+001, 1.76286439931642e+002
2.56925766876688e+006, 6.37601430174591e+001, 1.76172060961439e+002
2.57025776867687e+006, 6.37426711882223e+001, 1.76057770476619e+002
2.57125786858686e+006, 6.37251999040535e+001, 1.75943568381837e+002
2.57225796849685e+006, 6.37077291767057e+001, 1.75829454581808e+002
2.57325806840684e+006, 6.36902590178895e+001, 1.75715428981315e+002
2.57425816831683e+006, 6.36727894392728e+001, 1.75601491485205e+002
2.57525826822682e+006, 6.36553204524813e+001, 1.75487641998392e+002
2.57625836813681e+006, 6.36378520690990e+001, 1.75373880425854e+002
2.57725846804680e+006, 6.36203843006673e+001, 1.75260206672637e+002
2.57825856795680e+006, 6.36029171586863e+001, 1.75146620643854e+002
2.57925866786679e+006, 6.35854506546140e+001, 1.75033122244684e+002
2.58025876777678e+006, 6.35679847998672e+001, 1.74919711380374e+002
2.58125886768677e+006, 6.35505196058211e+001, 1.74806387956240e+002
2.58225896759676e+006, 6.35330550838094e+001, 1.74693151877666e+002
2.58325906750675e+006, 6.35155912451252e+001, 1.74580003050103e+002
2.58425916741674e+006, 6.34981281010199e+001, 1.74466941379073e+002
2.58525926732673e+006, 6.34806656627047e+001, 1.74353966770167e+002
2.58625936723672e+006, 6.34632039413495e+001, 1.74241079129044e+002
2.58725946714671e+006, 6.34457429480840e+001, 1.74128278361435e+002
2.58825956705671e+006, 6.34282826939972e+001, 1.74015564373140e+002
2.58925966696670e+006, 6.34108231901377e+001, 1.73902937070032e+002
2.59025976687669e+006, 6.33933644475142e+001, 1.73790396358053e+002
2.59125986678668e+006, 6.33759064770951e+001, 1.73677942143215e+002
2.59225996669667e+006, 6.33584492898089e+001, 1.73565574331606e+002
2.59326006660666e+006, 6.33409928965442e+001, 1.73453292829382e+002
2.59426016651665e+006, 6.33235373081501e+001, 1.73341097542773e+002
2.59526026642664e+006, 6.33060825354362e+001, 1.73228988378082e+002
2.59626036633663e+006, 6.32886285891724e+001, 1.73116965241684e+002
2.59726046624662e+006, 6.32711754800896e+001, 1.73005028040028e+002
2.59826056615662e+006, 6.32537232188795e+001, 1.72893176679636e+002
2.59926066606661e+006, 6.32362718161946e+001, 1.72781411067104e+002
2.60026076597660e+006, 6.32188212826488e+001, 1.72669731109101e+002
2.60126086588659e+006, 6.32013716288170e+001, 1.72558136712374e+002
2.60226096579658e+006, 6.31839228652356e+001, 1.72446627783740e+002
2.60326106570657e+006, 6.31664750024024e+001, 1.72335204230095e+002
2.60426116561656e+006, 6.31490280507770e+001, 1.72223865958408e+002
2.60526126552655e+006, 6.31315820207806e+001, 1.72112612875723e+002
2.60626136543654e+006, 6.31141369227963e+001, 1.72001444889162e+002
2.60726146534653e+006, 6.30966927671694e+001, 1.71890361905922e+002
2.60826156525653e+006, 6.30792495642071e+001, 1.71779363833276e+002
2.60926166516652e+006, 6.30618073241789e+001, 1.71668450578575e+002
2.61026176507651e+006, 6.30443660573169e+001, 1.71557622049244e+002
2.61126186498650e+006, 6.30269257738154e+001, 1.71446878152789e+002
2.61226196489649e+006, 6.30094864838317e+001, 1.71336218796790e+002
2.61326206480648e+006, 6.29920481974857e+001, 1.71225643888907e+002
2.61426216471647e+006, 6.29746109248600e+001, 1.71115153336876e+002
2.61526226462646e+006, 6.29571746760006e+001, 1.71004747048513e+002
2.61626236453645e+006, 6.29397394609163e+001, 1.70894424931711e+002
2.61726246444644e+006, 6.29223052895794e+001, 1.70784186894443e+002
2.61826256435644e+006, 6.29048721719256e+001, 1.70674032844759e+002
2.61926266426643e+006, 6.28874401178539e+001, 1.70563962690789e+002
2.62026276417642e+006, 6.28700091372270e+001, 1.70453976340743e+002
2.62126286408641e+006, 6.28525792398716e+001, 1.70344073702910e+002
2.62226296399640e+006, 6.28351504355781e+001, 1.70234254685659e+002
2.62326306390639e+006, 6.28177227341008e+001, 1.70124519197438e+002
2.62426316381638e+006, 6.28002961451582e+001, 1.70014867146776e+002
2.62526326372637e+006, 6.27828706784332e+001, 1.69905298442282e+002
2.62626336363636e+006, 6.27654463435729e+001, 1.69795812992648e+002
2.62726346354635e+006, 6.27480231501889e+001, 1.69686410706643e+002
2.62826356345635e+006, 6.27306011078574e+001, 1.69577091493119e+002
2.62926366336634e+006, 6.27131802261194e+001, 1.69467855261010e+002
2.63026376327633e+006, 6.26957605144808e+001, 1.69358701919331e+002
2.63126386318632e+006, 6.26783419824122e+001, 1.69249631377178e+002
2.63226396309631e+006, 6.26609246393495e+001, 1.69140643543728e+002
2.63326406300630e+006, 6.26435084946937e+001, 1.69031738328244e+002
2.63426416291629e+006, 6.26260935578113e+001, 1.68922915640066e+002
2.63526426282628e+006, 6.26086798380339e+001, 1.68814175388620e+002
2.63626436273627e+006, 6.25912673446590e+001, 1.68705517483414e+002
2.63726446264626e+006, 6.25738560869494e+001, 1.68596941834038e+002
2.63826456255626e+006, 6.25564460741341e+001, 1.68488448350165e+002
2.63926466246625e+006, 6.25390373154077e+001, 1.68380036941553e+002
2.64026476237624e+006, 6.25216298199308e+001, 1.68271707518041e+002
2.64126486228623e+006, 6.25042235968304e+001, 1.68163459989553e+002
2.64226496219622e+006, 6.24868186551994e+001, 1.68055294266096e+002
2.64326506210621e+006, 6.24694150040973e+001, 1.67947210257761e+002
2.64426516201620e+006, 6.24520126525500e+001, 1.67839207874722e+002
2.64526526192619e+006, 6.24346116095500e+001, 1.67731287027240e+002
2.64626536183618e+006, 6.24172118840564e+001, 1.67623447625658e+002
2.64726546174617e+006, 6.23998134849952e+001, 1.67515689580404e+002
2.64826556165617e+006, 6.23824164212593e+001, 1.67408012801992e+002
2.64926566156616e+006, 6.23650207017086e+001, 1.67300417201017e+002
2.65026576147615e+006, 6.23476263351703e+001, 1.67192902688164e+002
2.65126586138614e+006, 6.23302333304387e+001, 1.67085469174200e+002
2.65226596129613e+006, 6.23128416962754e+001, 1.66978116569978e+002
2.65326606120612e+006, 6.22954514414098e+001, 1.66870844786436e+002
2.65426616111611e+006, 6.22780625745384e+001, 1.66763653734599e+002
2.65526626102610e+006, 6.22606751043259e+001, 1.66656543325576e+002
2.65626636093609e+006, 6.22432890394046e+001, 1.66549513470562e+002
2.65726646084608e+006, 6.22259043883745e+001, 1.66442564080840e+002
2.65826656075608e+006, 6.22085211598040e+001, 1.66335695067776e+002
2.65926666066607e+006, 6.21911393622294e+001, 1.66228906342825e+002
2.66026676057606e+006, 6.21737590041553e+001, 1.66122197817527e+002
2.66126686048605e+006, 6.21563800940547e+001, 1.66015569403508e+002
2.66226696039604e+006, 6.21390026403690e+001, 1.65909021012482e+002
2.66326706030603e+006, 6.21216266515082e+001, 1.65802552556249e+002
2.66426716021602e+006, 6.21042521358509e+001, 1.65696163946696e+002
2.66526726012601e+006, 6.20868791017446e+001, 1.65589855095797e+002
2.66626736003600e+006, 6.20695075575055e+001, 1.65483625915613e+002
2.66726745994599e+006, 6.20521375114191e+001, 1.65377476318292e+002
2.66826755985599e+006, 6.20347689717397e+001, 1.65271406216069e+002
2.66926765976598e+006, 6.20174019466909e+001, 1.65165415521269e+002
2.67026775967597e+006, 6.20000364444656e+001, 1.65059504146300e+002
2.67126785958596e+006, 6.19826724732261e+001, 1.64953672003662e+002
2.67226795949595e+006, 6.19653100411043e+001, 1.64847919005941e+002
2.67326805940594e+006, 6.19479491562017e+001, 1.64742245065809e+002
2.67426815931593e+006, 6.19305898265893e+001, 1.64636650096030e+002
2.67526825922592e+006, 6.19132320603083e+001, 1.64531134009453e+002
2.67626835913591e+006, 6.18958758653695e+001, 1.64425696719016e+002
2.67726845904590e+006, 6.18785212497538e+001, 1.64320338137745e+002
2.67826855895590e+006, 6.18611682214124e+001, 1.64215058178755e+002
2.67926865886589e+006, 6.18438167882666e+001, 1.64109856755248e+002
2.68026875877588e+006, 6.18264669582079e+001, 1.64004733780517e+002
2.68126885868587e+006, 6.18091187390986e+001, 1.63899689167942e+002
2.68226895859586e+006, 6.17917721387712e+001, 1.63794722830991e+002
2.68326905850585e+006, 6.17744271650289e+001, 1.63689834683223e+002
2.68426915841584e+006, 6.17570838256457e+001, 1.63585024638283e+002
2.68526925832583e+006, 6.17397421283665e+001, 1.63480292609908e+002
2.68626935823582e+006, 6.17224020809070e+001, 1.63375638511921e+002
